cpu,mark,rank
Intel Core 7 160UL,11043,1476
Intel Xeon E5-2640 v3 @ 2.60GHz,11035,1477
Apple A12X Bionic,11029,1478
Intel Xeon E5-2643 v4 @ 3.40GHz,11026,1479
AMD Ryzen 3 5400U,11007,1480
Intel Xeon Silver 4208 @ 2.10GHz,11000,1481
Intel Core i5-10500H @ 2.50GHz,10978,1482
AMD Ryzen 3 PRO 4350G,10957,1483
Samsung s5e9945,10950,1484
Intel Xeon E5-4650 v2 @ 2.40GHz,10946,1485
Mediatek MT6989,10944,1486
AMD Ryzen 3 PRO 4350GE,10938,1487
AMD Ryzen 3 PRO 4200GE,10930,1488
Snapdragon 8cx Gen 3 @ 2.69 GHz,10926,1489
Intel Xeon E5-4655 v4 @ 2.50GHz,10912,1490
Apple A16 Bionic,10900,1491
Intel Core i7-9850H @ 2.60GHz,10860,1492
Intel Core i5-11320H @ 3.20GHz,10855,1493
Intel Xeon E5-4650 v3 @ 2.10GHz,10838,1494
AMD Ryzen 3 PRO 4200G,10831,1495
Intel Core i7-1365UE,10829,1496
Intel Xeon E-2176M @ 2.70GHz,10813,1497
AMD Ryzen 3 PRO 5450U,10803,1498
Hygon C86 3350E 8-core,10771,1499
Intel Core i5-11300H @ 3.10GHz,10767,1500
Intel Core i7-6800K @ 3.40GHz,10716,1501
Intel Xeon E5-2470 v2 @ 2.40GHz,10702,1502
AMD Ryzen 3 PRO 4355GE,10693,1503
AMD Ryzen 5 4500U,10691,1504
Intel Core i5-9600K @ 3.70GHz,10652,1505
Intel Core i5-9600KF @ 3.70GHz,10640,1506
Intel Core i7-9750H @ 2.60GHz,10603,1507
Intel Core i7-9700T @ 2.00GHz,10595,1508
SM8750,10563,1509
Intel Xeon E5-2658 v2 @ 2.40GHz,10559,1510
Intel Core 5 120UL,10558,1511
Intel Xeon E5-4620 v3 @ 2.00GHz,10525,1512
Intel Core i3-12100TE,10511,1513
QTI QCS8550,10487,1514
AMD Ryzen 3 7330U,10459,1515
Intel Xeon E-2126G @ 3.30GHz,10455,1516
Intel Xeon D-1567 @ 2.10GHz,10447,1517
Intel Core 3 N355,10446,1518
Intel Core i7-1195G7 @ 2.90GHz,10432,1519
Intel Xeon W-2225 @ 4.10GHz,10419,1520
AMD Ryzen Z2 A,10380,1521
Intel Xeon E5-1650 v3 @ 3.50GHz,10377,1522
Intel Core i9-8950HK @ 2.90GHz,10372,1523
Intel Xeon E5-4640 v3 @ 1.90GHz,10372,1524
Intel Core i5-9600 @ 3.10GHz,10361,1525
Intel Xeon E5-2660 v2 @ 2.20GHz,10355,1526
Intel Core i7-5930K @ 3.50GHz,10355,1527
Intel Xeon Silver 4109T @ 2.00GHz,10348,1528
Intel Xeon E-2324G @ 3.10GHz,10339,1529
Intel Core i7-9750HF @ 2.60GHz,10338,1530
Intel Xeon Silver 4110 @ 2.10GHz,10313,1531
Intel Xeon E5-1660 v2 @ 3.70GHz,10297,1532
Intel Core i3-10325 @ 3.90GHz,10291,1533
Intel Core Ultra 3 105UL,10285,1534
Intel Core i7-1265UE,10275,1535
Intel Core i3-1215U,10255,1536
Intel Xeon E5-2630 v3 @ 2.40GHz,10253,1537
Intel Xeon E5-2643 v3 @ 3.40GHz,10246,1538
Intel Core i7-8700T @ 2.40GHz,10226,1539
Intel Core i5-10500T @ 2.30GHz,10164,1540
Intel Core i5-8600K @ 3.60GHz,10141,1541
ARM Apple M1 (Virtual) 4 Core 0 MHz,10123,1542
ARM - 10 Core 0 MHz,10088,1543
AMD Ryzen 5 40,10081,1544
Intel Core i7-8850H @ 2.60GHz,10052,1545
Intel Xeon D-1540 @ 2.00GHz,10037,1546
QTI SG8275,10036,1547
Intel Xeon E-2226GE @ 3.40GHz,10026,1548
Intel Xeon E5-2687W @ 3.10GHz,10022,1549
Intel Core i7-1185G7 @ 3.00GHz,10010,1550
Intel Xeon W-2125 @ 4.00GHz,9988,1551
Intel Core i5-9500F @ 3.00GHz,9983,1552
Intel Core i3-10320 @ 3.80GHz,9974,1553
Intel Core i7-9850HE @ 2.70GHz,9972,1554
AMD Ryzen 3 4300G,9971,1555
Intel Xeon Bronze 3408U,9969,1556
Intel Xeon E5-2630L v4 @ 1.80GHz,9966,1557
Intel Core i5-8600 @ 3.10GHz,9961,1558
Intel Xeon D-1541 @ 2.10GHz,9957,1559
Intel Xeon E5-2628L v3 @ 2.00GHz,9949,1560
Intel Core i7-1185G7E @ 2.80GHz,9949,1561
Intel Core i7-4960X @ 3.60GHz,9939,1562
Apple A16,9938,1563
CIX P1 CP8180,9892,1564
Apple A15 Bionic,9889,1565
ARM Firestorm-M1-Pro 8 Core 2064 MHz,9872,1566
Intel Xeon E5-2648L v3 @ 1.80GHz,9847,1567
Intel Core i5-9500 @ 3.00GHz,9845,1568
ARM Kunpeng-920 24 Core 2600 MHz,9841,1569
Intel Core i7-1165G7 @ 2.80GHz,9838,1570
Intel Xeon E-2274G @ 4.00GHz,9832,1571
Intel Core i7-5820K @ 3.30GHz,9827,1572
ARM - 10 Core 2000 MHz,9787,1573
Hygon Dhyana,9784,1574
Intel Core i5-10400T @ 2.00GHz,9780,1575
Intel Core i7-11390H @ 3.40GHz,9778,1576
Intel Xeon E5-2650 v2 @ 2.60GHz,9776,1577
Intel Core i5-9500TE @ 2.20GHz,9776,1578
Intel Core i7-8750H @ 2.20GHz,9760,1579
Intel Xeon E5-2690 @ 2.90GHz,9753,1580
Samsung s5e9955,9739,1581
Intel Xeon D-1718T @ 2.60GHz,9729,1582
Intel Core i7-9700TE @ 1.80GHz,9720,1583
Intel Core i7-7740X @ 4.30GHz,9688,1584
Intel Core i5-1155G7 @ 2.50GHz,9685,1585
Intel Xeon E-2234 @ 3.60GHz,9666,1586
AMD Ryzen 5 PRO 3350GE,9643,1587
Intel Core i7-7700K @ 4.20GHz,9629,1588
ARM FT-2000+/64 64 Core 0 MHz,9605,1589
Intel Core i5-9600T @ 2.30GHz,9596,1590
Intel Core i3-N305,9574,1591
Intel Xeon E-2174G @ 3.80GHz,9555,1592
Intel Xeon E3-1285 v6 @ 4.10GHz,9552,1593
Intel Xeon E5-2651 v2 @ 1.80GHz,9551,1594
Intel Xeon E-2244G @ 3.80GHz,9532,1595
Intel Core i5-8500 @ 3.00GHz,9518,1596
"ARM HUAWEI,Kunpeng 920 24 Core 2600 MHz",9496,1597
Intel Xeon E5-2689 @ 2.60GHz,9473,1598
Intel Core i5-1245UE,9473,1599
virt-9.1,9461,1600
Intel Core i5-9400F @ 2.90GHz,9460,1601
AMD Ryzen 3 PRO 4450U,9453,1602
Intel Core i5-1345UE,9447,1603
AMD Custom APU 0932,9441,1604
Intel Core i3-1210U,9438,1605
Intel Xeon E5-4627 v2 @ 3.30GHz,9425,1606
Intel Xeon E5-4620 v2 @ 2.60GHz,9424,1607
Intel Xeon E-2144G @ 3.60GHz,9420,1608
Intel Atom x7809C,9409,1609
AMD Ryzen 3 5300U,9405,1610
Intel Core i5-1135G7 @ 2.40GHz,9397,1611
AMD Ryzen 5 2500X,9391,1612
Intel Core i7-4930K @ 3.40GHz,9387,1613
Intel Xeon E5-4655 v3 @ 2.90GHz,9377,1614
Intel Core i5-9400 @ 2.90GHz,9376,1615
Apple A12Z Bionic,9365,1616
Snapdragon 8 Gen2 Mobile Platform for Galaxy,9362,1617
Intel Xeon E-2134 @ 3.50GHz,9356,1618
Intel Xeon Gold 5222 @ 3.80GHz,9355,1619
Intel Xeon E5-1650 v2 @ 3.50GHz,9302,1620
Intel Core i3-10300 @ 3.70GHz,9290,1621
Intel Xeon D-1557 @ 1.50GHz,9285,1622
CIX P1 CD8180,9277,1623
Intel Core i3-1125G4 @ 2.00GHz,9276,1624
Intel Xeon E5-2680 @ 2.70GHz,9274,1625
Intel Xeon E5-2620 v4 @ 2.10GHz,9260,1626
Intel Core i5-1145G7 @ 2.60GHz,9259,1627
Intel Core i7-10710U @ 1.10GHz,9256,1628
Intel Core i3-1315UE,9252,1629
Hygon C86 3185 8-core,9243,1630
Intel Core i5-8400 @ 2.80GHz,9231,1631
Intel Core i3-10305 @ 3.80GHz,9210,1632
Intel Xeon E3-1275 v6 @ 3.80GHz,9202,1633
AMD Ryzen 5 3400G,9201,1634
Intel Core i5-8600T @ 2.30GHz,9188,1635
Intel Xeon E5-2643 v2 @ 3.50GHz,9186,1636
Intel Core i7-1068NG7 @ 2.30GHz,9184,1637
Intel Xeon Silver 4108 @ 1.80GHz,9177,1638
Intel Xeon E5-2629 v3 @ 2.40GHz,9139,1639
Mediatek MT6983W/CZA,9136,1640
AMD Ryzen 5 PRO 3350G,9117,1641
Mediatek MT8798Z/CNZA,9110,1642
Intel Pentium Gold 8505,9105,1643
Intel Core i5-9500E @ 3.00GHz,9104,1644
Intel Xeon D-1715TER @ 2.40GHz,9104,1645
Intel Xeon E3-1280 v6 @ 3.90GHz,9093,1646
Intel Xeon D-1548 @ 2.00GHz,9075,1647
AMD Ryzen 5 1500X,9073,1648
ARM Cortex-A78AE 16 Core 0 MHz,9072,1649
AMD Ryzen 5 PRO 1500,9062,1650
Intel Core i5-1145G7E @ 2.60GHz,9061,1651
Intel Xeon E5-4648 v3 @ 1.70GHz,9061,1652
Intel Xeon E5-2450 v2 @ 2.50GHz,9057,1653
AMD Ryzen 5 3350GE,9049,1654
AMD Ryzen 5 PRO 3400G,9040,1655
QTI SM8550,9035,1656
AMD Ryzen 5 7520U,9025,1657
Intel Core i3-1315URE,9013,1658
ARM Neoverse-N1 12 Core 0 MHz,8994,1659
Intel Xeon E3-1270 v6 @ 3.80GHz,8957,1660
Intel Xeon W-1250TE @ 2.40GHz,8954,1661
Intel Core i7-6700K @ 4.00GHz,8935,1662
AMD Ryzen 5 3350G,8921,1663
Intel Core i3-10105F @ 3.70GHz,8901,1664
Intel Core i5-8500B @ 3.00GHz,8887,1665
Intel Core i5-3170K @ 3.20GHz,8882,1666
Intel Xeon E5-2670 @ 2.60GHz,8881,1667
ARM Kunpeng-920 24 Core 0 MHz,8870,1668
Intel Xeon Gold 5122 @ 3.60GHz,8867,1669
Intel Core i5-10500TE @ 2.30GHz,8864,1670
Intel Xeon E5-2648L v2 @ 1.90GHz,8828,1671
AMD Ryzen 5 3400GE,8811,1672
Intel Core i5-1038NG7 @ 2.00GHz,8805,1673
Intel Xeon E3-1240 v6 @ 3.70GHz,8737,1674
AMD Ryzen 5 2400G,8731,1675
Intel Core i3-10100F @ 3.60GHz,8715,1676
Intel Xeon E3-1245 v6 @ 3.70GHz,8702,1677
Intel Core i7-1160G7 @ 1.20GHz,8689,1678
ARM - 32 Core 3300 MHz,8684,1679
ARM X-Gene 32 Core 3300 MHz,8684,1680
AMD EPYC 3201,8672,1681
Intel Core i7-7700 @ 3.60GHz,8639,1682
Intel Atom C5125,8631,1683
Intel Xeon E5-2630L v3 @ 1.80GHz,8630,1684
SM8550,8629,1685
Intel Core i3-1305U,8615,1686
Intel Xeon W-2223 @ 3.60GHz,8614,1687
Intel Xeon E5-4650 @ 2.70GHz,8612,1688
ARM - 8 Core 2424 MHz,8610,1689
Intel Core i7-3970X @ 3.50GHz,8603,1690
Mediatek Dimensity 8400-Turbo (MT6899),8598,1691
AMD Ryzen 3 7320U,8590,1692
Intel U300,8556,1693
Apple A14 Bionic,8547,1694
AMD Ryzen 5 PRO 2400G,8536,1695
Intel Xeon E5-4650L @ 2.60GHz,8533,1696
Intel Xeon W-2123 @ 3.60GHz,8521,1697
Intel Core i3-10100 @ 3.60GHz,8516,1698
ARM - 8 Core 0 MHz,8515,1699
ARM - 6 Core 0 MHz,8515,1700
Intel Core i3-10305T @ 3.00GHz,8512,1701
Intel Xeon W-11155MLE @ 1.80GHz,8502,1702
AMD Ryzen 5 3580U with Radeon Vega Mobile Gfx,8491,1703
AMD Ryzen Embedded R2544,8486,1704
Intel Core i5-1140G7 @ 1.10GHz,8479,1705
Intel Core i7-8809G @ 3.10GHz,8459,1706
Intel Xeon E5-2628 v3 @ 2.50GHz,8447,1707
Mediatek MT8195,8419,1708
Intel Core i7-3960X @ 3.30GHz,8409,1709
Intel Xeon E3-1585 v5 @ 3.50GHz,8408,1710
ARM - 32 Core 3000 MHz,8376,1711
AMD EPYC 8324PN 32-Core,8375,1712
Intel Core i3-1215UE,8331,1713
Intel Xeon E5-2470 @ 2.30GHz,8325,1714
Intel Xeon E5-1660 @ 3.30GHz,8324,1715
Intel Xeon E3-1270 v5 @ 3.60GHz,8319,1716
AMD EPYC 3151,8306,1717
Intel Xeon E3-1275 v5 @ 3.60GHz,8293,1718
Intel Xeon E5-2665 @ 2.40GHz,8293,1719
AMD Opteron 6386 SE,8291,1720
Intel Core i7-8559U @ 2.70GHz,8277,1721
Intel Core i3-10105 @ 3.70GHz,8260,1722
AMD Athlon Gold PRO 4150GE,8259,1723
Intel Xeon E3-1280 v5 @ 3.70GHz,8254,1724
Intel Xeon E3-1240 v5 @ 3.50GHz,8251,1725
Intel Core i5-10400H @ 2.60GHz,8238,1726
Intel Xeon E3-1260L v5 @ 2.90GHz,8237,1727
Google Tensor G4,8235,1728
QTI SM8635,8228,1729
Intel Core i7-3930K @ 3.20GHz,8209,1730
Intel Core i5-1145GRE @ 2.60GHz,8207,1731
ARM X-Gene 32 Core 3000 MHz,8202,1732
Intel Core i5-10300H @ 2.50GHz,8201,1733
Intel Core i5-1130G7 @ 1.10GHz,8199,1734
AMD Ryzen 3 7320C,8193,1735
Intel Core i5-9400T @ 1.80GHz,8171,1736
QTI SM7675,8170,1737
AMD Ryzen 7 2800H,8170,1738
Intel Xeon E-2276ME @ 2.80GHz,8167,1739
Intel Core i7-8569U @ 2.80GHz,8163,1740
Intel Xeon D-1712TR @ 2.00GHz,8155,1741
Intel Core i3-N300,8136,1742
Intel Core i7-1065G7 @ 1.30GHz,8135,1743
ARM - 32 Core 2911 MHz,8132,1744
AMD Ryzen 5 7520C,8104,1745
Intel Xeon E3-1535M v6 @ 3.10GHz,8104,1746
Intel Xeon E3-1230 v6 @ 3.50GHz,8103,1747
Intel Xeon E3-1285L v4 @ 3.40GHz,8095,1748
AMD Ryzen Embedded V1807B,8069,1749
Intel Xeon E5-2660 @ 2.20GHz,8067,1750
Intel Core i7-4790K @ 4.00GHz,8063,1751
Intel Core i5-9500T @ 2.20GHz,8057,1752
AMD Ryzen Embedded V1756B,8053,1753
Intel Xeon E5-1650 @ 3.20GHz,8052,1754
Mediatek Dimensity 9200 (MT6985),8046,1755
Intel Xeon Platinum 8581C @ 2.30GHz,8040,1756
Intel Core i7-6700 @ 3.40GHz,8038,1757
Google Tensor G3,8036,1758
Intel Xeon E3-1245 v5 @ 3.50GHz,8032,1759
Intel Core i7-10810U @ 1.10GHz,8025,1760
Intel U300E,8019,1761
Intel Xeon D-1559 @ 1.50GHz,8015,1762
CentaurHauls @2500MHz,8014,1763
ARM Avalanche-M2 4 Core 2424 MHz,8012,1764
Intel Core i5-1035G7 @ 1.20GHz,8012,1765
ARM FTC662 64 Core 0 MHz,8008,1766
AMD Ryzen 5 2600H,8002,1767
Intel Xeon D-2712T @ 1.90GHz,7990,1768
Intel Core i5-10200H @ 2.40GHz,7982,1769
Mediatek MT8792,7980,1770
AMD Ryzen 7 3750H,7975,1771
Intel Xeon E3-1585L v5 @ 3.00GHz,7959,1772
Intel Core i7-8709G @ 3.10GHz,7934,1773
Intel Xeon E3-1230 v5 @ 3.40GHz,7924,1774
Intel Core i7-9850HL @ 1.90GHz,7897,1775
Intel Core i7-1180G7 @ 1.30GHz,7885,1776
Intel Xeon E3-1286 v3 @ 3.70GHz,7879,1777
Intel Core i3-10300T @ 3.00GHz,7868,1778
Intel Core i7-995X @ 3.60GHz,7862,1779
AMD Opteron 6348,7850,1780
Intel Core i5-8259U @ 2.30GHz,7827,1781
Intel Core i3-1215UL,7817,1782
Intel Core i3-10105T @ 3.00GHz,7817,1783
Intel Core i3-10100E @ 3.20GHz,7816,1784
Intel Core i5-9400H @ 2.50GHz,7809,1785
ARM Firestorm 4 Core 2064 MHz,7804,1786
AMD Ryzen Embedded V1780B,7800,1787
AMD Ryzen 5 PRO 2400GE,7796,1788
CentaurHauls @2400MHz,7784,1789
Intel Xeon E-2314 @ 2.80GHz,7779,1790
AMD Ryzen Embedded V1807F,7775,1791
Intel Xeon E5-2620 v3 @ 2.40GHz,7755,1792
ARM Firestorm-M1 4 Core 2064 MHz,7752,1793
Intel Core i7-1185GRE @ 2.80GHz,7751,1794
Intel Xeon E3-1285 v4 @ 3.50GHz,7743,1795
AMD Ryzen 5 1400,7737,1796
Intel Core i5-8500T @ 2.10GHz,7737,1797
Intel Xeon D-1813NT @ 2.20GHz,7732,1798
Intel Xeon E3-1575M v5 @ 3.00GHz,7727,1799
Mediatek MT6983Z/CZA,7726,1800
Intel Core i7-5775C @ 3.30GHz,7716,1801
Virtual @ 2.59GHz,7705,1802
AMD Ryzen 5 PRO 3400GE,7686,1803
Samsung s5e8855,7684,1804
AMD Ryzen 5 3550U,7681,1805
AMD Ryzen 5 3550H,7680,1806
Intel Xeon D-1531 @ 2.20GHz,7668,1807
Intel Core i7-5950HQ @ 2.90GHz,7667,1808
Intel Xeon E3-1270L v4 @ 3.00GHz,7662,1809
Intel Core i5-1035G4 @ 1.10GHz,7659,1810
Intel Core i7-8705G @ 3.10GHz,7637,1811
Intel Xeon E3-1545M v5 @ 2.90GHz,7635,1812
Intel Xeon E5-2640 v2 @ 2.00GHz,7632,1813
Intel Core i7-5775R @ 3.30GHz,7619,1814
Intel Xeon E5-2650L v2 @ 1.70GHz,7612,1815
Intel Core i3-9350KF @ 4.00GHz,7602,1816
Intel Core i3-9350K @ 4.00GHz,7596,1817
Intel Xeon D-1539 @ 1.60GHz,7572,1818
Intel Xeon E5-1630 v4 @ 3.70GHz,7569,1819
Intel Xeon E5-2440 v2 @ 1.90GHz,7565,1820
AMD Ryzen 3 2300X,7565,1821
Intel Xeon E3-1281 v3 @ 3.70GHz,7554,1822
Mediatek MT6895Z_A/TCZA,7554,1823
Intel Xeon E-2224G @ 3.50GHz,7546,1824
Intel Xeon E3-1276 v3 @ 3.60GHz,7543,1825
Intel Xeon E5-2450 @ 2.10GHz,7534,1826
MediaTek MT6895,7532,1827
Intel Core i7-7700T @ 2.90GHz,7514,1828
Intel Core i7-8706G @ 3.10GHz,7492,1829
Intel Xeon E3-1535M v5 @ 2.90GHz,7491,1830
Intel Core i5-8400H @ 2.50GHz,7489,1831
Intel Core 3 N350,7484,1832
AMD Ryzen 7 3780U,7483,1833
Intel Xeon E5-2630 v2 @ 2.60GHz,7481,1834
AMD Athlon Gold PRO 3150G,7468,1835
Mediatek Dimensity 8200-Ultimate (MT6896),7463,1836
Intel Xeon E5-2667 @ 2.90GHz,7462,1837
Intel Xeon E5-2637 v4 @ 3.50GHz,7460,1838
Intel U300L,7458,1839
Intel Core i5-8279U @ 2.40GHz,7452,1840
Intel Xeon E5-2608L v4 @ 1.60GHz,7447,1841
Intel Xeon E3-1505M v6 @ 3.00GHz,7445,1842
Intel Xeon D-1537 @ 1.70GHz,7444,1843
Intel Xeon E3-1271 v3 @ 3.60GHz,7443,1844
Intel Core i5-8400T @ 1.70GHz,7430,1845
Intel Core i5-9300H @ 2.40GHz,7426,1846
Intel Xeon E5-1630 v3 @ 3.70GHz,7414,1847
Mediatek Dimensity 8350 (MT6897),7414,1848
Intel Core i5-8257U @ 1.40GHz,7404,1849
Intel Core i7-7820HK @ 2.90GHz,7397,1850
ARM Neoverse-N1 10 Core 0 MHz,7390,1851
Intel Atom P5322,7378,1852
Intel Core i5-8300H @ 2.30GHz,7364,1853
Intel Xeon @ 2.00GHz,7363,1854
Intel Core i3-9320 @ 3.70GHz,7358,1855
Intel Xeon E5-2650 @ 2.00GHz,7356,1856
ZHAOXIN KaiXian KX-7000,7339,1857
Intel Xeon E5-1620 v4 @ 3.50GHz,7337,1858
QTI SM8475,7331,1859
Intel Xeon E3-1565L v5 @ 2.50GHz,7325,1860
AMD Ryzen 3 4300U,7323,1861
Intel Xeon Phi 7210 @ 1.30GHz,7306,1862
Intel Core i7-7920HQ @ 3.10GHz,7303,1863
Intel Core i3-10100T @ 3.00GHz,7294,1864
Intel Core i5-8260U @ 1.60GHz,7283,1865
Intel Core i7-8557U @ 1.70GHz,7281,1866
AMD Opteron 6281,7279,1867
Intel Xeon W3690 @ 3.47GHz,7274,1868
Intel 300,7264,1869
Mediatek MT8797Z/CNZA,7264,1870
QTI SM7475,7262,1871
Intel Core i7-6920HQ @ 2.90GHz,7261,1872
Intel Core i7-4790 @ 3.60GHz,7258,1873
Intel Xeon E5-2637 v3 @ 3.50GHz,7251,1874
Intel Core i5-9300HF @ 2.40GHz,7250,1875
Intel Xeon E3-1270 v3 @ 3.50GHz,7246,1876
AMD Ryzen 5 Microsoft Surface Edition,7243,1877
Intel Xeon E-2124G @ 3.40GHz,7230,1878
Intel Xeon E5-4610 v3 @ 1.70GHz,7229,1879
ARM Cortex-A720 6 Core 2600 MHz,7226,1880
Intel Xeon E3-1275 v3 @ 3.50GHz,7226,1881
Intel Xeon E3-1280 v3 @ 3.60GHz,7226,1882
Intel Xeon E3-1246 v3 @ 3.50GHz,7224,1883
Intel Xeon E3-1285 v3 @ 3.60GHz,7211,1884
Google GS201,7206,1885
ARM Kunpeng-920 16 Core 0 MHz,7202,1886
AMD Ryzen 7 PRO 3700U,7192,1887
AMD Ryzen 5 2400GE,7192,1888
Intel Xeon E5-2628L v2 @ 1.90GHz,7181,1889
Intel Core i7-7820HQ @ 2.90GHz,7171,1890
Mediatek MT6891Z_T/CZA,7171,1891
Intel Xeon E3-1241 v3 @ 3.50GHz,7166,1892
Intel Core i5-1035G1 @ 1.00GHz,7155,1893
Intel Xeon E-2224 @ 3.40GHz,7150,1894
Intel Core i7-4771 @ 3.50GHz,7148,1895
AMD Ryzen 3 3200GE,7146,1896
Intel Core i7-4770K @ 3.50GHz,7146,1897
vendor Kirin9000E,7141,1898
AMD Ryzen 5 3580U,7139,1899
Intel Core i7-990X @ 3.47GHz,7135,1900
Intel Core i5-8269U @ 2.60GHz,7111,1901
Intel Xeon X5679 @ 3.20GHz,7095,1902
AMD Ryzen 3 PRO 1300,7084,1903
Intel Core i5-7640X @ 4.00GHz,7083,1904
Intel Core i3-9300 @ 3.70GHz,7075,1905
Intel Core i7-4770 @ 3.40GHz,7063,1906
Intel Atom x7835RE,7062,1907
Intel Core i7-7820EQ @ 3.00GHz,7061,1908
Intel Core i7-6770HQ @ 2.60GHz,7055,1909
Mediatek MT6895Z_B/TCZA,7044,1910
AMD Ryzen 7 3700U,7038,1911
Intel Core i7-5850EQ @ 2.70GHz,7036,1912
Intel Xeon E3-1231 v3 @ 3.40GHz,7033,1913
Intel Xeon E3-1245 v3 @ 3.40GHz,7029,1914
Intel Xeon W3680 @ 3.33GHz,7026,1915
Intel Core i7-6820EQ @ 2.80GHz,7025,1916
Intel Core i7-6820HK @ 2.70GHz,7021,1917
Intel Xeon X5690 @ 3.47GHz,7018,1918
Samsung s5e8845,7013,1919
Intel Xeon E5-4640 @ 2.40GHz,7012,1920
AMD Ryzen 7 PRO 2700U,7007,1921
AMD Athlon Gold PRO 3150GE,7006,1922
Intel Xeon E3-1240 v3 @ 3.40GHz,7003,1923
AMD Ryzen 3 3200G,6997,1924
Intel Core i7-6700T @ 2.80GHz,6987,1925
Intel Xeon E5-4607 v2 @ 2.60GHz,6986,1926
Intel Xeon E3-1505M v5 @ 2.80GHz,6980,1927
Intel Core i7-4790S @ 3.20GHz,6971,1928
Intel Xeon E5-1620 v3 @ 3.50GHz,6955,1929
Intel Xeon E3-1265L v4 @ 2.30GHz,6954,1930
AMD Ryzen 5 PRO 3500U,6936,1931
Intel Xeon X5680 @ 3.33GHz,6931,1932
Intel Xeon E3-1286L v3 @ 3.20GHz,6929,1933
AMD Ryzen 3 1300X,6927,1934
AMD Opteron 6287 SE,6925,1935
AMD Athlon Gold 3150G,6922,1936
AMD EPYC 9R45,6922,1937
Intel Core i3-8350K @ 4.00GHz,6920,1938
vendor Kirin9000,6914,1939
ARM Cortex-A78AE 12 Core 2201 MHz,6895,1940
Intel Core i7-980 @ 3.33GHz,6893,1941
Intel Core i7-7700HQ @ 2.80GHz,6880,1942
Intel Xeon E3-1285L v3 @ 3.10GHz,6874,1943
Intel Xeon E5-2623 v4 @ 2.60GHz,6868,1944
Intel Core i7-5850HQ @ 2.70GHz,6866,1945
Intel Xeon E5-2430 v2 @ 2.50GHz,6859,1946
Intel Xeon E3-1230 v3 @ 3.30GHz,6842,1947
MT8797Z/CNZA,6832,1948
ARM Cortex-A720 12 Core 2600 MHz,6832,1949
AMD Ryzen 5 3500U,6829,1950
AMD Ryzen 7 2700U,6825,1951
Intel Xeon D-1528 @ 1.90GHz,6823,1952
AMD FX-9590 Eight-Core,6822,1953
Snapdragon 8cx Gen 2 @ 3.0 GHz,6821,1954
Intel Core i7-980X @ 3.33GHz,6817,1955
Intel Core i5-7600K @ 3.80GHz,6817,1956
QTI SM7550,6802,1957
Intel Core i5-8305G @ 2.80GHz,6801,1958
AMD Ryzen 3 PRO 3200GE,6797,1959
Intel Xeon E-2124 @ 3.30GHz,6782,1960
Intel Core i7-4940MX @ 3.10GHz,6780,1961
Intel Xeon Bronze 3206R @ 1.90GHz,6777,1962
ARM Firestorm 8 Core 2064 MHz,6775,1963
Intel Xeon E5-2448L v2 @ 1.80GHz,6774,1964
AMD Ryzen Embedded V1605B,6771,1965
Intel Core i7-6820HQ @ 2.70GHz,6754,1966
"Qualcomm Technologies, Inc KONA-IOT",6752,1967
Snapdragon 8cx Gen 2 @ 3.15 GHz,6748,1968
MediaTek MT6983,6738,1969
AMD Ryzen 3 2200G,6736,1970
Intel Core i7-4770S @ 3.10GHz,6733,1971
Mediatek MT6895Z/TCZA,6732,1972
AMD Ryzen Embedded R2514,6731,1973
Fabrikams XY9 @ 3.15 GHz,6715,1974
AMD Ryzen 7 3700C,6714,1975
Intel Pentium Gold G7400,6714,1976
QTI SG8175P,6713,1977
Intel Core i3-9100F @ 3.60GHz,6705,1978
Google Tensor,6700,1979
Qualcomm SM8250,6690,1980
Intel Xeon D-2123IT @ 2.20GHz,6689,1981
AMD Opteron 6380,6687,1982
Intel Xeon E3-1275 V2 @ 3.50GHz,6654,1983
Mediatek MT6891Z/CZA,6644,1984
Mediatek MT8789,6640,1985
Intel Xeon E5-2630L v2 @ 2.40GHz,6640,1986
Intel Xeon E5-4620 @ 2.20GHz,6635,1987
Intel Xeon E5-2623 v3 @ 3.00GHz,6632,1988
AMD Ryzen 3 PRO 2200G,6630,1989
Intel Xeon E3-1280 V2 @ 3.60GHz,6619,1990
AMD Ryzen 5 PRO 2500U,6612,1991
Intel Core i3-9100 @ 3.60GHz,6598,1992
"Qualcomm Technologies, Inc SM8350AC",6588,1993
Microsoft SQ2 @ 3.15 GHz,6587,1994
QTI SM8250,6584,1995
Intel Core i7-10610U @ 1.80GHz,6580,1996
Intel Core i5-7600 @ 3.50GHz,6579,1997
Qualcomm SM8350,6564,1998
Intel Core i7-4770R @ 3.20GHz,6561,1999
Intel Core i7-970 @ 3.20GHz,6556,2000
"Qualcomm Technologies, Inc SA8195P",6554,2001
CentaurHauls @2000MHz,6549,2002
Intel Xeon E3-1240L v5 @ 2.10GHz,6547,2003
virt-8.2,6547,2004
Intel Xeon Silver 4112 @ 2.60GHz,6545,2005
Intel Core i3-9100E @ 3.10GHz,6539,2006
AMD Ryzen 5 3450U,6535,2007
Intel Core i7-4980HQ @ 2.80GHz,6532,2008
Intel Core i7-6700HQ @ 2.60GHz,6519,2009
Intel Core i7-4820K @ 3.70GHz,6513,2010
Intel Xeon E3-1270 V2 @ 3.50GHz,6508,2011
Mediatek MT6891Z_Z/CZA,6508,2012
